classname ,loc, rfc , wmc , cbo , dit , lcom , fanin , fanout , noc , numberOfAttributes , numberOfAttributesInherited , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , bug ,buggy
org::eclipse::jdt::core::search::FieldDeclarationMatch ,3,1,1,2,2,0,2,0,0,0,2,1,33,0,0,0,1,0,0,0,0,0,0
org::eclipse::jdt::core::jdom::DOMException ,3,1,1,2,1,0,2,0,0,1,0,1,23,1,0,0,1,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::problem::ShouldNotImplement ,3,1,1,2,1,0,2,0,0,1,0,1,23,1,0,0,1,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::codegen::Label ,3,2,1,0,1,1,0,0,2,3,0,2,8,0,0,2,2,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::codegen::CachedIndexEntry ,4,1,1,1,1,0,1,0,0,2,0,1,8,0,0,2,1,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::InnerEmulationDependency ,4,1,1,1,1,0,1,0,0,2,0,1,8,0,0,2,1,0,0,0,0,0,0
org::eclipse::jdt::internal::core::JarPackageFragmentRootInfo ,4,2,1,2,4,1,2,0,0,1,6,2,25,0,0,1,1,0,0,0,0,0,0
org::eclipse::jdt::internal::core::builder::AdditionalTypeCollection ,4,1,1,1,2,0,1,0,0,1,10,1,13,0,0,1,0,0,0,0,0,1,1
org::eclipse::jdt::internal::compiler::problem::AbortCompilationUnit ,4,1,1,2,2,0,2,0,1,2,5,1,25,1,0,1,1,0,0,0,0,0,0
org::eclipse::jdt::internal::formatter::AbortFormatting ,4,2,1,2,1,0,1,1,0,2,0,1,23,1,0,1,1,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::select::SelectionNodeFound ,4,1,1,0,1,0,0,0,0,3,0,1,23,1,0,2,1,0,0,0,0,0,0
org::eclipse::jdt::core::search::TypeParameterReferenceMatch ,4,2,1,2,2,0,1,1,0,0,2,1,33,0,0,0,1,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::SyntheticFieldBinding ,5,1,1,1,4,0,1,0,0,1,35,1,47,0,0,1,1,0,0,0,0,0,0
org::eclipse::jdt::internal::core::OpenableElementInfo ,6,3,2,3,2,3,3,0,6,1,2,3,14,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::InternalReferenceMatch ,6,2,2,3,3,1,3,0,4,1,2,2,36,0,0,1,2,0,0,0,0,1,1
org::eclipse::jdt::internal::core::search::TypeNameRequestorWrapper ,6,3,2,1,1,1,0,1,0,1,0,2,9,0,0,1,2,0,0,0,0,0,0
org::eclipse::jdt::core::CompletionFlags ,6,2,2,0,1,1,0,0,0,2,0,2,8,0,1,0,1,0,0,0,0,0,0
org::eclipse::jdt::core::compiler::CategorizedProblem ,6,4,2,1,1,6,1,0,1,16,547,4,20,0,0,0,4,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::Messages ,6,3,2,7,1,1,6,1,0,313,0,2,0,1,1,312,1,0,0,0,0,1,1
org::eclipse::jdt::core::compiler::batch::BatchCompiler ,6,3,2,0,1,1,0,0,0,0,0,2,8,0,1,0,1,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::ProblemPackageBinding ,6,2,2,0,3,1,0,0,0,1,159,2,30,1,0,0,1,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::IntLiteralMinValue ,7,2,2,0,7,1,0,0,0,2,388,2,87,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedTypesPattern ,7,2,1,2,6,0,2,0,0,2,67,1,58,0,0,0,1,0,0,0,0,1,1
org::eclipse::jdt::internal::compiler::ast::LongLiteralMinValue ,7,2,2,0,7,1,0,0,0,2,386,2,86,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::batch::ClasspathSourceJar ,7,3,2,1,3,1,1,0,0,1,23,2,28,1,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::UpdatedMethodBinding ,7,2,2,1,3,1,1,0,0,1,37,2,72,0,0,1,2,0,0,0,0,1,1
org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedMethodsPattern ,7,2,1,2,5,0,2,0,0,2,83,1,57,0,0,0,1,0,0,0,0,1,1
org::eclipse::jdt::internal::codeassist::impl::AssistAnnotation ,7,3,2,5,5,1,5,0,0,1,55,2,139,1,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::impl::AssistTypeParameter ,7,3,2,3,5,1,3,0,0,1,54,2,138,1,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::AnnotationDefaultAttribute ,7,3,2,2,3,1,1,1,0,1,1,2,30,1,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::impl::AssistImportDeclaration ,7,3,2,2,5,1,2,0,0,1,54,2,143,1,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::BinaryLocalVariableBinding ,7,2,3,0,4,1,0,0,0,1,43,2,33,0,0,1,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::DeclarationOfAccessedFieldsPattern ,7,2,1,2,6,0,2,0,0,2,74,1,56,0,0,0,1,0,0,0,0,1,1
org::eclipse::jdt::internal::compiler::lookup::ProblemMethodBinding ,8,2,4,8,3,1,8,0,0,2,37,2,72,1,0,1,2,0,0,0,0,0,0
org::eclipse::jdt::internal::formatter::OptimizedReplaceEdit ,8,2,2,1,1,1,1,0,0,3,0,2,8,0,0,3,2,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::parser::NLSTag ,9,2,2,2,1,1,2,0,0,4,0,2,8,0,0,4,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::CompilationUnitElementInfo ,9,5,3,4,3,6,3,1,1,3,3,4,17,0,0,1,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMemberValueName ,9,5,2,1,3,1,1,0,0,0,384,2,31,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::MoveResourceElementsOperation ,9,3,3,1,4,3,1,0,1,0,37,3,85,0,0,0,1,0,0,0,0,0,0
org::eclipse::jdt::internal::core::CancelableProblemFactory ,9,6,4,1,2,1,0,1,0,1,1,2,18,0,0,1,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::builder::ProblemFactory ,9,5,3,3,2,1,2,1,0,1,1,2,18,0,1,1,1,0,0,0,0,0,0
org::eclipse::jdt::internal::core::MoveElementsOperation ,9,3,3,1,4,3,1,0,1,0,34,3,84,0,0,0,1,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::impl::CompilerStats ,9,4,4,3,1,3,3,0,0,7,0,3,8,0,0,7,3,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ASTVisitor ,9,3,3,2,1,3,2,0,18,0,0,3,8,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::ProblemFieldBinding ,9,2,2,8,4,1,8,0,0,2,35,2,47,1,0,1,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::CommentRecorderScanner ,10,3,3,2,2,1,1,1,0,0,219,2,55,0,0,0,2,0,0,0,0,1,1
org::eclipse::jdt::internal::codeassist::select::SelectionOnFieldType ,10,4,2,2,5,1,1,1,0,0,400,2,65,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::core::ElementChangedEvent ,10,3,3,2,1,3,2,0,0,5,0,3,16,2,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::DefaultWorkingCopyOwner ,10,5,4,1,2,3,0,1,0,2,0,3,13,0,1,1,2,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::impl::AssistImportContainer ,10,5,3,3,5,3,2,1,0,1,52,3,138,1,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationOfType ,10,3,2,2,4,1,1,1,0,2,421,2,68,0,0,2,2,0,0,0,0,0,0
org::eclipse::jdt::core::search::ReferenceMatch ,10,5,3,2,2,3,1,1,1,0,2,3,33,0,0,0,2,0,0,0,0,1,1
org::eclipse::jdt::internal::formatter::FormatJavadocReference ,10,5,3,3,2,3,2,1,0,0,84,3,16,0,0,0,1,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::SyntheticArgumentBinding ,10,5,1,3,4,0,1,2,0,2,43,1,33,0,0,2,1,0,0,0,0,0,0
org::eclipse::jdt::internal::core::dom::rewrite::LineInformation ,10,5,1,3,1,6,3,0,0,0,0,4,8,0,0,0,4,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::impl::AssistPackageDeclaration ,10,5,3,3,5,3,2,1,0,1,53,3,134,1,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::ImportConflictBinding ,10,6,3,2,3,3,1,1,0,1,32,3,21,0,0,1,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::LRUCacheEnumerator ,11,3,3,1,1,3,1,0,0,1,0,3,8,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::core::dom::NodeSearcher ,11,2,4,1,2,1,1,0,0,3,0,2,11,0,0,3,1,0,0,0,0,0,0
org::eclipse::jdt::core::search::FieldReferenceMatch ,11,3,3,1,4,3,1,0,0,2,3,3,38,2,0,0,3,0,0,0,0,1,1
org::eclipse::jdt::internal::codeassist::select::SelectionOnPackageReference ,11,7,4,2,3,1,1,1,0,0,387,2,32,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::PackageDeclarationLocator ,11,4,3,2,2,3,1,1,0,1,68,3,33,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::core::dom::rewrite::TargetSourceRangeComputer ,11,9,3,7,1,1,4,3,0,0,0,2,8,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::env::AccessRestriction ,11,5,3,6,1,3,5,1,0,6,0,3,8,1,0,2,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::ConstantValueAttribute ,11,5,3,3,3,3,1,2,0,2,1,3,31,2,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::NumberLiteral ,11,3,3,1,5,3,1,0,5,1,384,3,76,0,0,1,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodReturnType ,12,5,3,2,4,3,1,1,0,0,410,3,66,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::search::AbstractSearchScope ,12,5,4,1,1,10,1,0,2,0,5,5,14,0,0,0,5,0,0,0,0,0,0
org::eclipse::jdt::internal::antadapter::AntAdapterMessages ,12,5,2,4,1,1,1,3,0,2,0,2,8,2,1,0,1,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnPackageReference ,12,7,4,2,3,1,1,1,0,0,387,2,32,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::SourceMethodInfo ,12,5,4,1,6,10,1,0,1,1,11,5,47,0,0,0,4,0,0,0,0,0,0
org::eclipse::jdt::core::search::SearchRequestor ,12,5,4,2,1,10,2,0,1,0,0,5,8,0,0,0,5,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::env::ClassSignature ,12,7,3,5,1,3,4,1,0,1,0,3,8,0,0,1,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::RecordedParsingInformation ,12,2,4,1,1,1,1,0,0,4,0,2,8,0,0,4,1,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::MagicLiteral ,12,3,3,0,5,3,0,0,3,0,384,3,76,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::SourceFieldElementInfo ,12,6,4,3,5,10,3,0,0,2,8,5,33,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnImportReference ,12,7,4,2,3,1,1,1,0,0,387,2,32,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::search::PathCollector ,12,8,3,3,2,3,3,0,0,1,0,3,10,0,0,1,3,0,0,0,0,0,0
org::eclipse::jdt::core::search::LocalVariableReferenceMatch ,12,4,3,2,2,3,1,1,0,2,2,3,33,2,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::DocumentAdapter ,12,8,3,2,1,3,1,1,0,1,0,3,0,1,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnImportReference ,12,7,4,2,3,1,1,1,0,0,387,2,32,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::ProblemBinding ,13,4,4,3,2,6,3,0,0,3,28,4,16,1,0,2,3,0,0,0,0,0,0
org::eclipse::jdt::core::search::MethodReferenceMatch ,13,4,4,1,4,6,1,0,0,3,3,4,38,3,0,0,4,0,0,0,0,1,1
org::eclipse::jdt::internal::codeassist::impl::AssistInitializer ,13,5,3,2,6,3,2,1,0,2,68,3,210,2,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnStringLiteral ,13,7,3,1,6,3,0,1,0,2,386,3,85,0,0,2,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::SourceConstructorInfo ,13,5,4,1,6,10,1,0,0,1,11,5,47,1,0,0,4,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::JavadocArrayQualifiedTypeReference ,13,12,4,3,7,6,1,2,0,2,387,4,101,0,0,2,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::SecondaryTypeDeclarationPattern ,13,8,4,2,5,6,0,2,0,1,69,4,54,1,0,0,2,0,0,0,0,1,1
org::eclipse::jdt::internal::core::jdom::SiblingEnumeration ,13,4,4,3,1,3,2,1,0,1,0,3,8,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::core::dom::ChildListPropertyDescriptor ,14,4,4,4,2,3,3,1,0,2,0,3,15,0,0,2,2,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::problem::AbortCompilation ,14,11,5,13,1,1,9,4,1,6,0,2,23,1,0,5,2,0,0,0,0,0,0
org::eclipse::jdt::core::dom::SimplePropertyDescriptor ,14,5,5,4,2,3,2,2,0,2,0,3,15,2,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldType ,14,4,3,2,5,1,1,1,0,1,400,2,65,0,0,1,2,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::ast::JavadocArraySingleTypeReference ,14,12,4,3,7,6,1,2,0,0,387,4,101,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::builder::ImageBuilderInternalException ,15,7,4,2,1,3,2,0,0,2,0,3,23,1,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::batch::ClasspathLocation ,15,7,4,4,1,1,2,2,2,6,12,2,16,0,0,4,0,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMarkerAnnotationName ,15,9,4,5,6,1,1,4,0,0,388,2,81,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::core::dom::DefaultASTVisitor ,15,7,5,0,2,10,0,0,2,0,0,5,13,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::core::dom::ASTVisitor ,15,5,5,2,1,10,2,0,6,1,0,5,8,1,0,0,5,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::SourceFileAttribute ,15,8,4,4,3,3,1,3,0,2,1,3,31,2,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::core::dom::Expression ,15,13,5,2,2,10,0,2,26,0,95,5,68,0,0,0,4,0,0,0,0,0,0
org::eclipse::jdt::core::dom::VariableDeclaration ,15,19,5,8,2,91,6,2,2,0,95,14,68,0,0,0,10,0,0,0,0,0,0
org::eclipse::jdt::internal::core::SourceRefElementInfo ,15,6,5,4,2,10,3,1,3,2,2,5,14,0,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::ResourceCompilationUnit ,15,6,4,2,3,1,0,2,0,1,6,2,18,1,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::internal::formatter::comment::JavaDocLine ,15,9,5,3,3,3,1,2,0,1,58,3,37,0,0,0,0,0,0,0,0,0,0
org::eclipse::jdt::internal::formatter::Location ,16,4,2,2,1,1,1,1,0,12,0,2,8,0,0,12,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::SignatureAttribute ,16,8,4,6,3,3,3,3,0,2,1,3,31,2,0,0,2,0,0,0,0,0,0
org::eclipse::jdt::core::search::SearchDocument ,16,10,5,10,2,28,9,1,1,2,2,8,11,2,0,0,7,0,0,0,0,1,1
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedSuperReference ,16,10,5,3,8,3,1,2,0,0,386,3,103,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::search::indexing::InternalSearchDocument ,16,10,7,2,1,6,1,1,1,3,0,4,8,1,1,2,3,0,0,0,0,1,1
org::eclipse::jdt::core::search::TypeReferenceMatch ,16,7,6,4,4,6,2,2,0,1,3,4,38,1,0,0,4,0,0,0,0,2,1
org::eclipse::jdt::internal::compiler::ast::MarkerAnnotation ,16,6,5,2,5,3,2,0,1,0,388,3,78,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnSuperReference ,16,10,5,3,7,3,1,2,0,0,384,3,99,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::search::matching::PackageDeclarationPattern ,17,7,4,2,4,3,1,1,0,1,61,3,45,0,0,0,1,0,0,0,0,1,1
org::eclipse::jdt::internal::core::hierarchy::HierarchyType ,17,7,4,4,2,6,1,3,0,5,1,4,11,0,0,5,4,0,0,0,0,0,0
org::eclipse::jdt::internal::eval::CodeSnippetEnvironment ,17,9,5,3,1,6,1,2,0,2,14,4,11,0,0,2,4,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::env::EnumConstantSignature ,17,8,4,5,1,6,4,1,0,2,0,4,8,0,0,2,4,0,0,0,0,0,0
org::eclipse::jdt::core::WorkingCopyOwner ,17,13,4,10,1,10,6,5,2,0,0,5,8,0,0,0,5,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnNameOfMemberValuePair ,17,8,4,2,3,3,1,1,0,0,384,3,31,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocParamNameReference ,17,8,6,2,8,10,1,1,0,3,429,5,120,0,0,3,5,0,0,0,0,0,0
org::eclipse::jdt::internal::core::eval::GlobalVariableWrapper ,17,10,5,2,1,6,1,1,0,1,0,4,11,0,0,1,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocTypeParamReference ,17,8,6,2,7,10,1,1,0,2,396,5,102,0,0,2,5,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnSingleNameReference ,17,8,4,3,7,3,1,2,0,4,419,3,115,0,0,4,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnClassLiteralAccess ,17,10,4,3,5,3,1,2,0,2,387,3,75,0,0,2,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::ClassFileAttribute ,18,10,5,7,2,6,4,3,17,4,0,4,22,3,0,0,4,0,0,0,0,0,0
org::eclipse::jdt::core::BufferChangedEvent ,18,5,5,2,1,10,2,0,0,4,0,5,16,4,0,0,5,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::ReferenceInfoAdapter ,18,6,6,0,1,15,0,0,3,0,0,6,8,0,0,0,6,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::Binding ,18,10,6,91,1,28,91,0,6,28,0,8,8,0,0,0,8,0,0,0,0,0,0
org::eclipse::jdt::internal::core::builder::ClasspathLocation ,18,13,6,6,1,45,4,2,3,0,0,10,8,0,0,0,8,0,0,0,0,0,0
org::eclipse::jdt::core::dom::ChildPropertyDescriptor ,18,6,6,6,2,6,4,2,0,3,0,4,15,2,0,1,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::MemberElementInfo ,18,6,6,8,3,15,8,0,3,3,4,6,19,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::dom::rewrite::SourceModifier ,18,8,4,2,1,3,1,1,0,4,0,3,8,4,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword2 ,18,9,5,2,3,10,1,1,0,2,387,5,35,2,0,0,5,0,0,0,0,0,0
org::eclipse::jdt::core::util::CompilationUnitSorter ,19,8,6,3,1,3,0,3,0,1,0,3,8,0,2,0,1,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::impl::BooleanConstant ,19,7,7,7,2,15,7,0,0,3,152,6,41,3,1,0,5,0,0,0,0,0,0
org::eclipse::jdt::internal::core::builder::CompilationParticipantResult ,19,4,3,2,1,3,1,1,1,6,0,3,8,0,0,0,1,0,0,0,0,0,0
org::eclipse::jdt::core::dom::ASTRequestor ,20,5,6,1,1,6,1,1,1,1,0,4,8,0,0,1,3,0,0,0,0,0,0
org::eclipse::jdt::core::dom::DefaultValuePairBinding ,20,11,6,4,3,15,1,3,0,1,9,6,42,1,0,0,5,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldName ,20,13,5,4,5,3,1,3,0,2,400,3,65,1,0,1,3,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword3 ,21,10,6,1,7,15,1,0,0,1,419,6,118,1,0,0,6,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::LocalVariableTypeAttribute ,21,5,5,3,3,3,1,2,0,3,1,3,31,3,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::LocalVariableAttribute ,21,5,5,3,3,3,1,2,0,3,1,3,31,3,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::compiler::lookup::ImportBinding ,21,12,7,8,2,10,5,3,1,4,28,5,16,0,0,4,5,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::impl::AssistCompilationUnit ,21,14,6,6,5,15,1,5,0,2,71,6,279,2,0,0,6,0,0,0,0,0,0
org::eclipse::jdt::core::JDTCompilerAdapter ,21,28,3,7,1,1,0,7,0,10,0,2,0,8,0,2,1,0,0,0,0,0,0
org::eclipse::jdt::internal::formatter::align::AlignmentException ,21,8,4,1,1,1,0,1,0,6,0,2,23,1,0,3,2,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::InnerClassesAttribute ,21,5,5,3,3,3,1,2,0,3,1,3,31,3,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::ClasspathAttribute ,21,9,8,5,1,15,3,2,0,2,2,6,10,2,0,0,6,0,0,0,0,0,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnParameterizedSingleTypeReference ,21,11,4,3,8,3,1,2,0,0,388,3,110,0,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::RuntimeInvisibleAnnotationsAttribute ,22,6,5,5,3,3,3,2,0,3,1,3,31,3,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::core::dom::Name ,22,13,6,12,3,15,8,4,2,2,95,6,73,0,0,1,4,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::RuntimeInvisibleParameterAnnotationsAttribute ,22,6,5,3,3,3,1,2,0,3,1,3,31,3,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::RuntimeVisibleAnnotationsAttribute ,22,6,5,5,3,3,3,2,0,3,1,3,31,3,0,0,3,0,0,0,0,0,0
org::eclipse::jdt::internal::core::util::RuntimeVisibleParameterAnnotationsAttribute ,22,6,5,3,3,3,1,2,0,3,1,3,31,3,0,0,3,0,0,0,0,0,0
