classname ,loc, rfc , wmc , cbo , dit , lcom , fanin , fanout , noc , numberOfAttributes , numberOfAttributesInherited , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , bug ,buggy
org::eclipse::pde::internal::ui::editor::toc::TocEditorContributor ,6,2,2,0,3,1,0,0,0,0,3,2,33,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::plugin::AbstractPluginElementDetails ,6,2,2,3,3,1,3,0,3,1,0,2,14,1,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::runtime::registry::ConfigurationAttributeAdapter ,6,2,2,1,3,1,1,0,0,0,1,2,5,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::context::UTF8InputContext ,6,2,2,5,2,1,5,0,5,0,1,2,39,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::core::ModelFileAdapter ,7,2,2,2,2,1,2,0,0,1,0,2,10,1,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::ide::HelpNewWizard ,7,5,2,2,6,1,0,2,0,0,0,2,20,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::search::BaseSearchAction ,7,6,2,0,1,3,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::plugin::AttributeChangedEvent ,7,2,2,2,2,1,2,0,0,2,4,2,19,1,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::elements::DefaultContentProvider ,7,3,3,0,1,3,0,0,46,0,0,3,6,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::util::ImageOverlayIcon ,7,3,2,0,2,1,0,0,0,1,2,2,8,1,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::target::TargetInputContextManager ,7,4,3,2,2,1,1,1,0,0,0,2,29,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::refactoring::PDERefactor ,7,2,2,5,1,1,5,0,0,1,0,2,0,0,0,1,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::rcp::HelloRCPNewWizard ,7,5,2,2,6,1,0,2,0,0,0,2,20,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::text::AnnotationModelFactory ,7,4,2,2,1,0,0,2,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::rcp::IntroNewWizard ,7,5,2,2,6,1,0,2,0,0,0,2,20,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentTextNode ,7,5,2,5,3,1,2,3,0,2,8,2,39,2,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSInputContextManager ,7,4,3,2,2,1,1,1,0,0,0,2,29,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::rcp::HelloNonUIRCPNewWizard ,7,5,2,2,6,1,0,2,0,0,0,2,20,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::wizards::cheatsheet::NewSimpleCSFileWizard ,7,5,2,2,2,1,1,1,0,0,1,2,5,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::preferences::PreferenceInitializer ,7,4,1,2,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::rcp::MailNewWizard ,7,5,2,2,6,1,0,2,0,0,0,2,20,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::product::ProductInputContextManager ,7,4,3,2,2,1,1,1,0,0,0,2,29,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::rcp::ViewRCPNewWizard ,7,5,2,2,6,1,0,2,0,0,0,2,20,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::SystemFileEditorInputFactory ,8,5,2,1,1,1,0,1,0,0,0,2,6,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::build::ProductExportJob ,8,4,2,3,2,1,1,2,0,2,1,2,5,2,0,0,1,0,0,0,0,0,0
org::eclipse::ui::internal::views::log::SharedImages ,8,7,3,4,1,3,3,1,0,29,0,3,6,4,1,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::runtime::registry::ParentAdapter ,8,4,3,2,2,3,2,0,6,1,0,3,2,0,0,1,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::util::FileValidator ,8,6,3,12,1,1,11,1,0,0,0,2,6,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::ExternalJavaSearchInitializer ,8,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
org::eclipse::pde::internal::core::build::BuildModelFactory ,8,4,2,3,1,1,1,2,0,1,0,2,7,1,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::plugin::AbbreviatedFragmentModel ,8,4,2,1,9,1,0,1,0,2,4,2,176,2,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::plugin::AbbreviatedPluginModel ,8,4,2,1,9,1,0,1,0,2,4,2,175,2,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::refactoring::RenamePluginWizard ,8,4,2,2,1,1,1,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0
org::eclipse::pde::internal::core::plugin::ExternalPluginModel ,8,6,2,5,8,3,3,2,0,1,4,3,160,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::text::SchemaHyperlink ,8,4,3,1,2,1,1,0,0,1,1,2,10,1,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::bundle::BundleClasspathHeader ,9,5,3,3,5,3,3,0,0,1,6,3,71,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::contentassist::TypeProposalLabelProvider ,9,3,3,2,1,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::natures::SiteProject ,9,5,3,1,2,3,0,1,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::bundle::BundleActivatorHeader ,9,5,3,5,5,3,4,1,0,1,4,3,64,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::bundle::LazyStartHeader ,9,7,3,7,5,3,5,2,1,1,4,3,64,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentAction ,9,5,2,3,1,1,2,1,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::bundle::BundleNameHeader ,9,5,3,4,5,3,3,1,0,1,4,3,64,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::correction::AbstractManifestMarkerResolution ,9,4,4,1,2,1,0,1,23,0,5,2,12,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::bundle::BundleVersionHeader ,9,6,3,4,5,3,3,1,0,1,4,3,64,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::tests::macro::MacroIndex ,9,5,2,2,2,1,1,1,0,0,0,2,15,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::text::MultilineDamagerRepairer ,9,3,3,1,1,3,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::elements::ListContentProvider ,9,3,3,3,2,1,2,1,1,0,0,2,9,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::util::OverlayIcon ,9,4,3,0,2,1,0,0,0,1,2,2,8,1,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::bundle::ExecutionEnvironment ,9,5,3,4,3,3,3,1,0,1,4,3,44,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterSimpleCSWizardPage ,9,5,3,3,2,3,1,2,0,0,5,3,21,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::bundle::BundleLocalizationHeader ,9,5,3,3,5,3,2,1,0,1,4,3,64,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::ui::launcher::OSGiLauncherTabGroup ,9,12,2,6,1,1,0,6,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1
org::eclipse::pde::internal::ui::launcher::RunWorkbenchAction ,9,4,1,2,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::bundle::BundleVendorHeader ,9,5,3,4,5,3,3,1,0,1,4,3,64,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::core::natures::FeatureProject ,9,5,3,1,2,3,0,1,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterCompCSWizardPage ,9,5,3,3,2,3,1,2,0,0,5,3,21,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::ide::ViewNewWizard ,10,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::toc::TocInputContextManager ,10,4,3,2,2,1,1,1,0,0,0,2,29,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::text::PDEDefaultInformationControl ,10,4,3,0,1,3,0,0,0,1,0,3,0,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::core::site::ExternalSiteModel ,10,5,4,1,5,10,1,0,0,1,2,5,75,1,0,0,4,0,0,0,0,0,0
org::eclipse::pde::internal::ui::util::ChoicePropertyDescriptor ,10,4,3,0,1,1,0,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::exports::BuildUtilities ,10,7,3,1,1,0,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::build::BuildInputContextManager ,10,6,4,2,2,3,1,1,0,0,0,3,29,0,1,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpDocumentHandler ,10,6,3,2,3,3,1,2,0,1,2,3,54,1,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::SystemFileMarkerAnnotationModel ,10,5,4,2,1,10,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::site::SiteInputContextManager ,10,6,4,2,2,3,1,1,0,0,0,3,29,0,1,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::cheatsheet::CSAbstractSubDetails ,10,2,2,0,4,1,0,0,3,0,0,2,32,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSInputContextManager ,10,4,3,2,2,1,1,1,0,0,0,2,29,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::ide::BuilderNewWizard ,10,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerEntry ,10,3,3,0,1,3,0,0,0,2,0,3,8,2,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::core::text::toc::TocDocumentHandler ,10,6,3,2,3,3,1,2,0,1,2,3,54,1,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::feature::FeatureInputContextManager ,10,6,4,2,2,3,1,1,0,0,0,3,29,0,1,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiNewWizard ,10,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::schema::SchemaInputContextManager ,10,6,4,2,2,3,1,1,0,0,0,3,29,0,1,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::tests::macro::WindowCommandTarget ,10,6,3,3,2,3,2,1,1,0,0,3,11,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSOnCompletion ,10,4,3,2,5,3,1,1,0,1,92,3,88,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::ide::HelloWorldCmdNewWizard ,10,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::correction::RemoveLazyLoadingDirectiveResolution ,10,5,3,2,3,3,0,2,0,1,5,3,14,1,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::context::ManifestDocumentSetupParticipant ,10,7,3,4,1,3,3,1,0,0,0,3,6,0,1,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpInputContextManager ,10,4,3,2,2,1,1,1,0,0,0,2,29,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::ide::PropertyPageNewWizard ,10,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::ide::PopupMenuNewWizard ,10,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::build::BuildUtil ,10,7,3,4,1,0,3,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::ide::MultiPageEditorNewWizard ,10,7,3,3,6,3,0,3,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceNewWizard ,10,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::util::PluginContainmentAdapter ,10,4,4,2,1,1,1,2,0,0,0,2,6,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::PDEStateHelper ,10,9,5,2,1,0,1,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSIntro ,10,4,3,2,5,3,1,1,0,1,92,3,88,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::site::SynchronizePropertiesAction ,10,7,2,3,1,1,1,2,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::ide::HelloWorldNewWizard ,10,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::text::ManifestPartitionScanner ,10,7,1,3,1,0,3,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::ide::EditorNewWizard ,10,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::core::natures::PluginProject ,11,5,3,1,2,3,0,1,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::search::dependencies::UnusedDependenciesAction ,11,5,2,5,1,1,4,1,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::bundle::BundlePluginModel ,11,7,3,6,8,6,4,2,0,1,2,4,219,1,0,0,4,0,0,0,0,0,0
org::eclipse::pde::internal::ui::views::dependencies::OpenPluginDependenciesAction ,11,6,2,5,1,1,3,2,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::wizards::feature::NewFeaturePatchWizard ,11,11,3,3,3,3,0,3,0,0,6,3,15,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::osgi::OSGiPreferencesServiceNewWizard ,11,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::views::dependencies::OpenPluginReferencesAction ,11,6,2,4,1,1,2,2,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::tests::macro::EditorCommandTarget ,11,6,3,2,2,3,1,1,0,0,0,3,11,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::core::plugin::WorkspacePluginModel ,11,7,3,11,8,3,8,3,1,1,4,3,172,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::tests::macro::ViewCommandTarget ,11,6,3,2,2,3,1,1,0,0,0,3,11,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::ui::launcher::PluginJUnitMainTab ,11,8,3,5,3,6,1,4,0,0,46,4,19,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::core::EclipseHomeInitializer ,11,6,2,2,1,1,1,1,0,1,0,2,0,0,0,0,2,0,0,0,0,1,1
org::eclipse::pde::internal::core::plugin::ExternalFragmentModel ,11,7,3,4,8,6,2,2,0,1,4,4,160,1,0,0,4,0,0,0,0,0,0
org::eclipse::pde::internal::runtime::registry::DiagnosticsDialog ,11,5,3,0,1,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::core::bundle::WorkspaceBundleFragmentModel ,11,6,3,3,9,3,1,2,0,1,4,3,228,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::NewCommandKeyEvent ,11,3,3,2,1,3,2,0,0,3,0,3,12,3,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::core::bundle::WorkspaceBundlePluginModel ,11,6,3,4,9,3,2,2,0,1,4,3,228,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::plugin::PluginLauncherFormPageHelper ,11,6,4,3,1,6,2,2,0,1,0,4,9,0,0,1,4,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::product::ProductExportAction ,11,7,2,5,1,1,1,4,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::core::bundle::BundleFragmentModel ,11,7,3,6,8,6,4,2,0,1,2,4,219,1,0,0,4,0,0,0,0,0,0
org::eclipse::pde::internal::ui::correction::OrganizeExportPackageResolution ,12,7,4,2,3,6,0,2,0,0,5,4,14,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::wizards::exports::FeatureDestinationTab ,12,5,2,2,3,1,1,1,0,0,11,2,23,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::correction::BuildEntryMarkerResolution ,12,5,3,1,2,1,0,1,5,2,5,2,12,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::core::builders::PluginErrorReporter ,12,6,4,4,5,3,1,3,0,0,5,3,89,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::plugin::PackageSelectionDialog ,12,5,2,2,1,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::contentassist::XMLElementProposalComparator ,12,6,3,3,1,3,1,2,0,0,0,3,6,0,1,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::correction::CreateJREBundleHeaderResolution ,12,7,4,3,3,6,1,2,0,0,5,4,14,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::build::BuildEditorContributor ,12,4,4,0,3,6,0,0,0,0,3,4,33,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::correction::RenameProvidePackageResolution ,12,6,4,2,3,6,1,1,0,0,5,4,14,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::nls::ExternalizeStringsWizard ,12,5,2,2,1,1,1,1,0,2,0,2,0,2,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::templates::osgi::OSGiSimpleLogServiceNewWizard ,12,6,3,2,6,3,0,2,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0
org::eclipse::pde::ui::templates::NewPluginTemplateWizard ,12,6,4,1,5,6,0,1,18,1,0,4,16,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::editor::FoldingStructureProviderFactory ,12,4,4,4,1,0,1,3,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::correction::java::UnresolvedImportFixProcessor ,12,9,2,3,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::pde::internal::ui::PixelConverter ,12,7,3,0,1,3,0,0,0,1,0,3,6,1,0,0,3,0,0,0,0,0,0
org::eclipse::pde::internal::ui::elements::DefaultElement ,12,4,4,0,1,6,0,0,1,0,0,4,10,0,0,0,4,0,0,0,0,0,0
org::eclipse::pde::internal::ui::wizards::product::NewProductFileAction ,13,8,2,3,1,1,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
org::eclipse::pde::internal::ui::views::dependencies::CallersContentProvider ,13,5,4,2,3,1,2,0,2,0,0,2,16,0,0,0,1,0,0,0,0,0,0
